YOUTH1,YOUTH2,YOUTH3,YOUTH4,YOUTH5,YOUTH6,YOUTH7,YOUTH8,YOUTH9,YOUTH10,YOUTH11,YOUTH12,YOUTH13,YOUTH14,YOUTH15,YOUTH16,YOUTH17,YOUTH18,YOUTH19,YOUTH20,YOUTH21,YOUTH22,YOUTH23,YOUTH24,YOUTH25,YOUTH26,YOUTH27,YOUTH28,YOUTH29,YOUTH30,YOUTH31,YOUTH32,YOUTH33,YOUTH34,YOUTH35,YOUTH36,YOUTH37,YOUTH38,YOUTH39,YOUTH40,YOUTH41,YOUTH42,YOUTH43,INVOLVEMENT,SOCIAL_SKILLS,FAMILY_STRENGTH,SCHOOL_STRENGTH,SOCIAL_SUPPORT,POSITIVE_OUTLOOK,TOTAL_RESILIENCY
2.00,1.00,1.00,3.00,3.00,1.00,4.00,4.00,4.00,4.00,4.00,3.00,2.00,2.00,3.00,1.00,4.00,2.00,1.00,3.00,3.00,3.00,1.00,2.00,2.00,4.00,4.00,3.00,4.00,3.00,3.00,3.00,2.00,1.00,4.00,3.00,1.00,4.00,2.00,1.00,4.00,4.00,3.00,11.00,23.00,25.00,15.00,24.00,15.00,113.00
4.00,1.00,1.00,4.00,4.00,1.00,2.00,4.00,2.00,5.00,4.00,1.00,0.00,1.00,2.00,1.00,1.00,1.00,3.00,1.00,3.00,3.00,0.00,0.00,2.00,3.00,4.00,0.00,2.00,1.00,4.00,1.00,3.00,4.00,2.00,2.00,1.00,2.00,2.00,0.00,0.00,4.00,1.00,15.00,18.00,16.00,9.00,20.00,8.00,86.00
1.00,1.00,1.00,1.00,1.00,2.00,5.00,5.00,4.00,5.00,5.00,3.00,4.00,0.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,0.00,2.00,2.00,3.00,4.00,4.00,1.00,3.00,0.00,4.00,3.00,4.00,4.00,4.00,0.00,4.00,4.00,2.00,2.00,4.00,4.00,7.00,27.00,34.00,15.00,23.00,16.00,122.00
4.00,1.00,1.00,2.00,1.00,1.00,4.00,4.00,4.00,4.00,3.00,2.00,4.00,3.00,3.00,3.00,3.00,3.00,2.00,3.00,2.00,3.00,3.00,0.00,0.00,3.00,1.00,0.00,2.00,1.00,0.00,3.00,0.00,4.00,4.00,2.00,2.00,2.00,1.00,0.00,3.00,2.00,2.00,10.00,21.00,32.00,4.00,18.00,8.00,93.00
4.00,1.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,4.00,4.00,2.00,4.00,2.00,4.00,2.00,3.00,4.00,4.00,0.00,4.00,2.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,2.00,3.00,4.00,4.00,21.00,28.00,33.00,15.00,34.00,17.00,148.00
3.00,1.00,1.00,1.00,1.00,2.00,2.00,5.00,1.00,5.00,5.00,1.00,4.00,0.00,4.00,4.00,4.00,2.00,4.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,4.00,4.00,0.00,3.00,4.00,4.00,0.00,4.00,0.00,0.00,0.00,9.00,19.00,26.00,8.00,16.00,8.00,86.00
5.00,1.00,1.00,4.00,3.00,1.00,4.00,3.00,4.00,5.00,5.00,3.00,4.00,4.00,0.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,0.00,1.00,3.00,3.00,3.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,1.00,4.00,0.00,0.00,3.00,4.00,4.00,15.00,24.00,32.00,11.00,29.00,11.00,122.00
3.00,1.00,1.00,1.00,1.00,1.00,5.00,2.00,4.00,5.00,4.00,3.00,4.00,2.00,3.00,2.00,3.00,4.00,0.00,3.00,4.00,4.00,0.00,0.00,0.00,3.00,3.00,1.00,3.00,3.00,4.00,4.00,4.00,1.00,3.00,1.00,0.00,4.00,4.00,1.00,2.00,1.00,1.00,8.00,23.00,29.00,7.00,23.00,12.00,102.00
4.00,1.00,1.00,1.00,1.00,2.00,4.00,5.00,4.00,5.00,4.00,3.00,3.00,4.00,1.00,3.00,1.00,4.00,4.00,4.00,4.00,3.00,1.00,0.00,2.00,3.00,2.00,0.00,3.00,2.00,3.00,3.00,1.00,4.00,0.00,4.00,1.00,3.00,4.00,1.00,4.00,2.00,2.00,10.00,25.00,32.00,7.00,21.00,14.00,109.00
5.00,1.00,1.00,5.00,1.00,1.00,5.00,5.00,5.00,4.00,5.00,3.00,4.00,4.00,4.00,4.00,3.00,3.00,3.00, ,4.00,3.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,2.00,2.00,3.00,0.00,3.00,3.00,3.00,0.00,4.00,3.00,1.00,3.00,1.00,0.00,14.00,27.00,32.00,2.00,19.00,12.00,106.00
3.00,2.00,1.00,1.00,3.00,1.00,3.00, ,2.00,3.00,3.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,0.00,1.00,2.00,1.00,2.00,2.00,3.00,0.00,2.00,1.00,0.00,2.00,1.00,0.00,2.00,1.00,0.00,2.00,1.00,2.00,2.00,1.00,2.00,1.00,11.00,12.00,16.00,9.00,9.00,8.00,65.00
4.00,1.00,1.00,3.00,1.00,1.00,4.00,5.00,4.00,3.00,5.00,3.00,4.00, , ,4.00,3.00,0.00,1.00,1.00,4.00,4.00,3.00,0.00,4.00,4.00,4.00,4.00,1.00,4.00,0.00,4.00,0.00,4.00,3.00,4.00,0.00,3.00,3.00,0.00,3.00,4.00,2.00,11.00,24.00,24.00,16.00,20.00,13.00,108.00
4.00,4.00,5.00,5.00,4.00,2.00,4.00,4.00,4.00,5.00,5.00,3.00,3.00,2.00,3.00,2.00,2.00,3.00,3.00,3.00,4.00,4.00,2.00,3.00,2.00,3.00,1.00,0.00,4.00,3.00,0.00,4.00,4.00,4.00,4.00,4.00,2.00,3.00,2.00,1.00,1.00,2.00,2.00,24.00,25.00,31.00,9.00,29.00,9.00,127.00
4.00,4.00,1.00,1.00,1.00,1.00,3.00,4.00,4.00,3.00,3.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,3.00,3.00,0.00,4.00,4.00,0.00,2.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,12.00,21.00,40.00,12.00,26.00,19.00,130.00
5.00,5.00,1.00,1.00,5.00,5.00,4.00,4.00,4.00,4.00,5.00,5.00,4.00,3.00,0.00,4.00,0.00,3.00,4.00,4.00,4.00,3.00,1.00,0.00,2.00,3.00,4.00,3.00,3.00,3.00,0.00,3.00,2.00,4.00,0.00,4.00,0.00,4.00,4.00,0.00,3.00,4.00,4.00,22.00,26.00,30.00,12.00,19.00,15.00,124.00
5.00,1.00,1.00,2.00,3.00,1.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,2.00,2.00,2.00,2.00,3.00,2.00,1.00,4.00,3.00,3.00,2.00,2.00,2.00,3.00,2.00,4.00,2.00,3.00,2.00,3.00,2.00,2.00,3.00,1.00,3.00,2.00,0.00,2.00,2.00,2.00,13.00,18.00,28.00,11.00,22.00,9.00,101.00
3.00,1.00,3.00,3.00,1.00,1.00,4.00,4.00,4.00,4.00,3.00,3.00,2.00,3.00,2.00,3.00,2.00,0.00,2.00,2.00,3.00,2.00,0.00,2.00,2.00,2.00,3.00,0.00,0.00,3.00,3.00,2.00,2.00,3.00,3.00,3.00,0.00,2.00,3.00,0.00,0.00,2.00,2.00,12.00,22.00,21.00,9.00,19.00,7.00,90.00
5.00,1.00,1.00,3.00,1.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,4.00,2.00,0.00,3.00,3.00,2.00,3.00,1.00,2.00,2.00,0.00,0.00,0.00,3.00,3.00,1.00,0.00,0.00,1.00,0.00,3.00,1.00,1.00,12.00,24.00,35.00,12.00,11.00,5.00,99.00
1.00,1.00,4.00,4.00,3.00,2.00,3.00,4.00,3.00,1.00,4.00,1.00,4.00,3.00,3.00,2.00,2.00,3.00,2.00,2.00,2.00,3.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,2.00,4.00,4.00,0.00,4.00,3.00,4.00,3.00,0.00,4.00,3.00,2.00,3.00,2.00,15.00,16.00,27.00,1.00,28.00,12.00,99.00
2.00,1.00,1.00,1.00,4.00,1.00,2.00,3.00,4.00,4.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,4.00,2.00,0.00,0.00,0.00,4.00,3.00,4.00,3.00,2.00,0.00,4.00,2.00,1.00,0.00,4.00,0.00,3.00,3.00,0.00,1.00,4.00,2.00,10.00,20.00,12.00,11.00,16.00,11.00,80.00
4.00,1.00,4.00,5.00,5.00,3.00,4.00,4.00,4.00,3.00,4.00,5.00,4.00,3.00,2.00,2.00,1.00,4.00,4.00,4.00,0.00,4.00,2.00,4.00,3.00,4.00,4.00,4.00,4.00,0.00,0.00,4.00,4.00,2.00,1.00,2.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,22.00,24.00,30.00,19.00,20.00,19.00,134.00
3.00,5.00,1.00,5.00,5.00,1.00,3.00,3.00,4.00,5.00,3.00,2.00,4.00,3.00,3.00,4.00,4.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,2.00,2.00,2.00,4.00,4.00,4.00,2.00,3.00,3.00,0.00,1.00,2.00,2.00,20.00,20.00,33.00,2.00,24.00,9.00,108.00
5.00,1.00,1.00,2.00,5.00,1.00,3.00,3.00,2.00,4.00,5.00,3.00,1.00,2.00,0.00,3.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,2.00,3.00,3.00,3.00,1.00,1.00,3.00,3.00,2.00,0.00,4.00,4.00,4.00,4.00,2.00,2.00,3.00,4.00,15.00,20.00,30.00,12.00,21.00,15.00,113.00
1.00,1.00,2.00,3.00,4.00,5.00,1.00,2.00,3.00,4.00,5.00,4.00,4.00,0.00,0.00,0.00,0.00,3.00,3.00,3.00,2.00,2.00,3.00,0.00,0.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,0.00,0.00,2.00,3.00,2.00,16.00,19.00,20.00,3.00,4.00,9.00,71.00
1.00,2.00,1.00,4.00,5.00,1.00,5.00,5.00,4.00,4.00,4.00,4.00,3.00,3.00,2.00,4.00,0.00,4.00,3.00,4.00,4.00,4.00,0.00,0.00,0.00,1.00,4.00,0.00,4.00,2.00,0.00,4.00,1.00,4.00,3.00,4.00,3.00,2.00,4.00,0.00,2.00,4.00,4.00,14.00,26.00,31.00,5.00,25.00,12.00,113.00
3.00,2.00,1.00,1.00,2.00,1.00,2.00,3.00,4.00,3.00,4.00,2.00,4.00,2.00,3.00,1.00,4.00,1.00,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,3.00,2.00,4.00,3.00,4.00,3.00,1.00,3.00,4.00,3.00,2.00,4.00,3.00,2.00,1.00,4.00,3.00,10.00,18.00,20.00,8.00,27.00,14.00,97.00
4.00,1.00,1.00,2.00,3.00,2.00,4.00,4.00,3.00,4.00,5.00,3.00,3.00,4.00,1.00,4.00,1.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,1.00,2.00,3.00,4.00,4.00,2.00,2.00,4.00,4.00,4.00,1.00,4.00,2.00,4.00,4.00,2.00,2.00,4.00,2.00,13.00,23.00,35.00,12.00,27.00,16.00,126.00
5.00,5.00,1.00,1.00,4.00,1.00,5.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,0.00,0.00,0.00,2.00,4.00,4.00,4.00,0.00,3.00,4.00,4.00,4.00,0.00,4.00,2.00,2.00,2.00,0.00,4.00,4.00,4.00,17.00,28.00,38.00,10.00,25.00,12.00,130.00
3.00,1.00,1.00,1.00,1.00,3.00,4.00,5.00,5.00,5.00,3.00,3.00,0.00,0.00,4.00,0.00,3.00,4.00,4.00,2.00,4.00,2.00,0.00,2.00,3.00,4.00,4.00,4.00,4.00,2.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,4.00,4.00,2.00,2.00,4.00,2.00,10.00,25.00,23.00,17.00,18.00,16.00,109.00
2.00,1.00,1.00,1.00,5.00,1.00,4.00,4.00,4.00,4.00,5.00,2.00,3.00,4.00,4.00,4.00,4.00,0.00,0.00,0.00,4.00,4.00,0.00,2.00,1.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,0.00,4.00,4.00,4.00,11.00,23.00,27.00,15.00,28.00,16.00,120.00
4.00,1.00,1.00,1.00,1.00,2.00,5.00,3.00,4.00,5.00,3.00,2.00,4.00,4.00,0.00,4.00,0.00,4.00,2.00,4.00,4.00,2.00,1.00,3.00,4.00,4.00,4.00,1.00,3.00,2.00,1.00,3.00,3.00,4.00,0.00,1.00,1.00,4.00,3.00,1.00,2.00,3.00,4.00,10.00,22.00,29.00,16.00,18.00,13.00,108.00
1.00,1.00,1.00,1.00,2.00,1.00,4.00,2.00,3.00,3.00,5.00,4.00,3.00,2.00,0.00,2.00,2.00,4.00,3.00,0.00,3.00,2.00,1.00,0.00,2.00,4.00,3.00,3.00,4.00,2.00,2.00,2.00,2.00, ,3.00,3.00,2.00,4.00,1.00,0.00,2.00,3.00,4.00,7.00,21.00,22.00,12.00,20.00,10.00,92.00
3.00,1.00,1.00,1.00,2.00,1.00,4.00,3.00,3.00,3.00,5.00,4.00,3.00,2.00,0.00,2.00,2.00,4.00,3.00,0.00,3.00,2.00,1.00,2.00,2.00,4.00,4.00,4.00,4.00,2.00,4.00,2.00,2.00, , ,3.00,2.00,4.00,2.00,0.00,2.00,4.00,4.00,9.00,22.00,22.00,16.00,19.00,12.00,100.00
5.00,1.00,1.00,1.00,3.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,3.00,2.00,2.00,3.00,3.00,0.00,3.00,2.00,4.00,4.00,2.00,3.00,1.00,4.00,4.00,4.00,4.00,1.00,4.00,4.00,4.00,3.00,0.00,3.00,4.00,4.00,12.00,24.00,31.00,15.00,29.00,14.00,125.00
4.00,1.00,1.00,1.00,3.00,1.00,5.00,5.00,5.00,5.00,4.00,5.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,4.00,1.00,0.00,0.00,3.00,3.00,3.00,0.00,4.00,3.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,2.00,2.00,4.00,0.00,3.00,11.00,29.00,15.00,9.00,19.00,12.00,95.00
4.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,4.00,5.00,4.00,5.00,4.00,3.00,1.00,3.00,2.00,2.00,2.00,2.00,3.00,4.00,2.00,4.00,4.00,4.00,3.00,2.00,2.00,1.00,1.00,3.00,4.00,4.00,3.00,3.00,0.00,4.00,3.00,1.00,1.00,4.00,2.00,9.00,26.00,28.00,17.00,21.00,13.00,114.00
3.00,5.00,1.00,1.00,2.00,1.00,3.00,5.00,3.00,5.00,5.00,4.00,4.00,4.00,0.00,4.00,0.00,2.00,0.00,4.00,4.00,2.00,1.00,0.00,4.00,2.00,4.00,4.00,4.00,2.00,0.00,2.00,1.00,4.00,0.00,4.00,4.00,4.00,4.00,2.00,3.00,3.00,3.00,13.00,25.00,25.00,14.00,21.00,16.00,114.00
4.00,4.00,1.00,1.00,3.00,1.00,5.00,4.00,4.00,5.00,4.00,4.00,1.00,4.00,4.00,4.00,3.00,3.00,4.00,4.00,4.00,3.00,0.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,14.00,26.00,34.00,19.00,33.00,16.00,142.00
5.00,3.00,1.00,1.00,5.00,1.00,3.00,2.00,2.00,4.00,4.00,3.00,4.00,3.00,2.00,2.00,2.00,1.00,3.00,1.00,4.00,3.00,2.00,1.00,2.00,4.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,3.00,2.00,0.00,4.00,4.00,0.00,2.00,4.00,4.00,16.00,18.00,27.00,12.00,7.00,14.00,94.00
5.00,2.00,1.00,1.00,5.00,5.00,5.00,4.00,5.00,3.00,5.00,5.00,4.00,4.00,0.00,4.00,0.00,4.00,4.00,0.00,4.00,1.00,0.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,19.00,27.00,25.00,18.00,32.00,20.00,141.00
5.00,2.00,1.00,1.00,5.00,5.00,5.00,4.00,5.00,3.00,5.00,5.00,4.00,4.00,0.00,4.00,0.00,4.00,4.00,0.00,4.00,1.00,0.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,19.00,27.00,25.00,18.00,32.00,20.00,141.00
5.00,5.00,1.00,1.00,4.00,1.00,2.00,2.00,2.00,1.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,4.00,4.00,4.00,0.00,4.00,4.00,2.00,0.00,4.00,0.00,2.00,4.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,2.00,1.00,17.00,12.00,20.00,10.00,18.00,10.00,87.00
5.00,5.00,1.00,1.00,4.00,5.00,3.00,5.00,4.00,2.00,3.00,2.00,4.00,1.00,1.00,3.00,0.00,2.00,3.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,1.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,21.00,19.00,30.00,19.00,28.00,18.00,135.00
5.00,5.00,1.00,1.00,2.00,1.00,3.00,3.00,3.00,5.00,3.00,2.00,2.00,4.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,4.00,2.00,2.00,4.00,4.00,2.00,2.00,2.00,2.00,4.00,2.00,4.00,2.00,2.00,4.00,4.00,4.00,2.00,2.00,2.00,4.00,2.00,15.00,19.00,28.00,14.00,26.00,14.00,116.00
5.00,5.00,2.00,2.00,3.00,1.00,3.00,4.00,4.00,5.00,5.00,2.00,3.00,3.00,3.00,3.00,3.00,2.00,1.00,3.00,4.00,3.00,0.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,18.00,23.00,28.00,16.00,33.00,20.00,138.00
5.00,5.00,2.00,2.00,3.00,1.00,3.00,4.00,4.00,5.00,5.00,2.00,3.00,3.00,3.00,3.00,3.00,2.00,1.00,3.00,4.00,3.00,0.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,18.00,23.00,28.00,16.00,33.00,20.00,138.00
5.00,5.00,1.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,5.00,3.00,3.00,4.00,4.00,2.00,4.00,0.00,2.00,2.00,4.00,4.00,4.00,2.00,2.00,0.00,4.00,4.00,4.00,2.00,2.00,0.00,4.00,4.00,2.00,3.00,4.00,4.00,2.00,2.00,2.00,4.00,4.00,20.00,20.00,33.00,12.00,25.00,14.00,124.00
3.00,2.00,1.00,1.00,2.00,2.00,2.00,4.00,4.00,5.00,3.00,2.00,4.00,2.00,0.00,3.00,1.00,4.00,2.00,3.00,0.00,3.00,0.00,2.00,3.00,4.00,4.00,4.00,2.00,3.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,3.00,3.00,0.00,3.00,4.00,3.00,11.00,20.00,22.00,17.00,11.00,13.00,94.00
5.00,1.00,1.00,1.00,4.00,1.00,4.00,4.00,4.00,4.00,4.00,5.00,2.00,4.00,1.00,4.00,1.00,1.00,2.00,2.00,3.00,2.00,0.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,2.00,2.00,3.00,2.00,4.00,2.00,4.00,3.00,2.00,3.00,4.00,4.00,13.00,25.00,22.00,10.00,23.00,16.00,109.00
3.00,1.00,1.00,1.00,1.00,3.00,3.00,3.00,1.00,2.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,10.00,15.00,0.00,4.00,8.00,4.00,41.00
3.00,2.00,1.00,2.00,4.00,2.00,5.00,5.00,4.00,5.00,4.00,4.00,2.00,2.00,1.00,3.00,1.00,4.00,4.00,3.00,4.00,4.00,2.00,3.00,3.00,2.00,3.00,2.00,3.00,2.00,0.00,3.00,3.00,3.00,1.00,3.00,3.00,3.00,3.00,2.00,3.00,2.00,3.00,14.00,27.00,30.00,13.00,21.00,13.00,118.00
5.00,5.00,1.00,2.00,3.00,3.00,5.00,4.00,4.00,4.00,3.00,2.00,3.00,4.00,3.00,3.00,3.00,4.00,2.00,2.00,4.00,4.00,2.00,4.00,3.00,3.00,3.00,3.00,4.00,2.00,2.00,4.00,4.00, ,3.00,4.00,4.00,4.00,3.00,3.00,2.00,2.00,2.00,19.00,22.00,34.00,16.00,27.00,14.00,132.00
4.00,4.00,1.00,1.00,4.00,2.00,2.00,3.00,1.00,3.00,5.00,3.00,3.00,1.00,1.00,0.00,3.00,3.00,3.00,1.00,4.00,3.00,0.00,4.00,4.00,3.00,4.00,4.00,0.00,0.00,0.00,0.00,2.00,3.00,3.00,3.00,0.00,4.00,3.00,3.00,3.00,4.00,4.00,16.00,17.00,22.00,19.00,11.00,17.00,102.00
3.00,2.00,1.00,1.00,2.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,3.00,1.00,3.00,1.00,3.00,3.00,2.00,4.00,2.00,4.00,4.00,3.00,2.00,3.00,3.00,4.00,3.00,0.00,2.00,2.00,3.00,0.00,3.00,2.00,3.00,3.00,2.00,4.00,3.00,3.00,12.00,23.00,30.00,15.00,19.00,15.00,114.00
5.00,2.00,1.00,4.00,4.00,1.00,3.00,3.00,3.00,4.00,4.00,3.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,4.00,2.00,0.00,0.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,0.00,1.00,1.00,2.00,1.00,2.00,2.00,0.00,2.00,1.00,1.00,17.00,20.00,17.00,8.00,10.00,7.00,79.00
5.00,1.00,1.00,1.00,4.00,1.00,4.00,4.00,4.00,4.00,3.00,2.00,4.00,4.00,1.00,4.00,1.00,3.00,3.00,2.00,4.00,4.00,0.00,2.00,2.00,3.00,4.00,2.00,4.00,2.00,3.00,2.00,3.00,4.00,0.00,4.00,1.00,4.00,3.00,0.00,3.00,2.00,2.00,13.00,21.00,30.00,13.00,23.00,12.00,112.00
2.00,1.00,3.00,3.00,3.00,1.00,5.00,5.00,5.00,4.00,5.00,5.00,3.00,4.00,4.00,4.00,4.00,2.00,3.00,3.00,4.00,1.00,1.00,0.00,2.00,4.00,3.00,4.00,3.00,2.00,0.00,3.00,0.00,4.00,4.00,3.00,0.00,4.00,2.00,3.00,1.00,4.00,2.00,13.00,29.00,33.00,13.00,19.00,14.00,121.00
2.00,1.00,3.00,3.00,3.00,1.00,5.00,5.00,5.00,4.00,5.00,5.00,3.00,4.00,4.00,4.00,4.00,2.00,3.00,3.00,4.00,1.00,1.00,0.00,2.00,4.00,3.00,4.00,3.00,2.00,0.00,3.00,0.00,4.00,4.00,3.00,0.00,4.00,2.00,3.00,1.00,4.00,2.00,13.00,29.00,33.00,13.00,19.00,14.00,121.00
5.00,4.00,4.00,4.00,2.00,1.00,4.00,5.00,4.00,5.00,4.00,3.00,4.00,4.00,3.00,4.00,2.00,4.00,3.00,4.00,4.00,4.00,4.00,3.00,3.00,4.00,4.00,4.00,4.00,2.00,3.00,4.00,4.00,4.00,3.00,4.00,2.00,4.00,3.00,0.00,2.00,3.00,2.00,20.00,25.00,40.00,18.00,30.00,12.00,145.00
5.00,5.00,3.00,3.00,5.00,2.00,4.00,3.00,4.00,5.00,5.00,3.00,4.00,4.00,3.00,3.00,3.00,1.00,0.00,1.00,2.00,3.00,0.00,2.00,1.00,0.00,2.00,2.00,3.00,2.00,4.00,4.00,3.00,4.00,4.00,3.00,2.00,4.00,3.00,0.00,3.00,4.00,2.00,23.00,24.00,24.00,7.00,29.00,14.00,121.00
2.00,3.00,1.00,1.00,2.00,2.00,4.00,4.00,3.00,4.00,3.00,3.00,3.00,0.00,4.00,0.00,4.00,1.00,1.00,2.00,1.00,3.00,4.00,0.00,0.00,4.00,3.00,3.00,4.00,2.00,0.00,2.00,0.00,0.00,4.00,3.00,0.00,4.00,0.00,0.00,0.00,4.00,3.00,11.00,21.00,23.00,10.00,15.00,8.00,88.00
5.00,2.00,1.00,1.00,1.00,5.00,2.00,4.00,4.00,5.00,3.00,1.00,1.00,3.00,0.00,4.00,0.00,0.00,2.00,1.00,3.00,3.00,0.00,3.00,2.00,3.00,3.00,4.00,3.00,1.00,4.00,4.00,2.00,4.00,0.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,15.00,19.00,17.00,15.00,26.00,19.00,111.00
4.00,4.00,1.00,1.00,5.00,3.00,4.00,4.00,3.00,5.00,3.00,2.00,2.00,4.00,1.00,4.00,1.00,1.00,1.00,2.00,4.00,3.00,1.00,2.00,1.00,1.00,3.00,4.00,3.00,3.00,4.00,2.00,3.00,4.00,1.00,3.00,1.00,4.00,3.00,2.00,1.00,4.00,3.00,18.00,21.00,24.00,11.00,24.00,14.00,112.00
5.00,1.00,1.00,1.00,1.00,1.00,5.00,4.00,5.00,4.00,3.00,3.00,4.00,4.00,3.00,4.00,4.00,3.00,2.00,4.00,4.00,4.00,2.00,4.00,3.00,4.00,3.00,4.00,4.00,1.00,4.00,3.00,4.00,2.00,1.00,4.00,3.00,4.00,4.00,0.00,4.00,4.00,4.00,10.00,24.00,38.00,18.00,26.00,16.00,132.00
5.00,1.00,1.00,1.00,1.00,1.00,5.00,4.00,5.00,4.00,3.00,3.00,4.00,4.00,3.00,4.00,4.00,3.00,2.00,4.00,4.00,4.00,2.00,4.00,3.00,4.00,3.00,4.00,4.00,1.00,4.00,3.00,4.00,2.00,1.00,4.00,3.00,4.00,4.00,0.00,4.00,4.00,4.00,10.00,24.00,38.00,18.00,26.00,16.00,132.00
5.00,3.00,1.00,2.00,3.00,2.00,5.00,5.00,5.00,4.00,5.00,4.00,2.00,4.00,2.00,4.00,2.00,3.00,3.00,2.00,3.00,3.00,1.00,2.00,2.00,3.00,3.00,2.00,4.00,2.00,2.00,3.00,2.00,4.00,3.00,4.00,3.00,4.00,4.00,1.00,4.00,3.00,3.00,16.00,28.00,29.00,12.00,27.00,16.00,128.00
3.00,1.00,1.00,4.00,5.00,1.00,5.00,4.00,4.00,5.00,5.00,3.00,4.00,2.00,0.00,2.00,0.00,2.00,3.00,2.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,0.00,3.00,4.00,2.00,0.00,4.00,0.00,4.00,3.00,1.00,3.00,4.00,2.00,15.00,26.00,23.00,20.00,18.00,15.00,117.00
5.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,4.00,3.00,5.00,4.00,0.00,4.00,4.00,0.00,4.00,2.00,1.00,0.00,4.00,4.00,3.00,4.00,1.00,2.00,4.00,4.00,4.00,1.00,0.00,4.00,2.00,0.00,4.00,2.00,0.00,4.00,3.00,1.00,3.00,4.00,4.00,10.00,26.00,26.00,15.00,17.00,15.00,109.00
