YOUTH1,YOUTH2,YOUTH3,YOUTH4,YOUTH5,YOUTH6,YOUTH7,YOUTH8,YOUTH9,YOUTH10,YOUTH11,YOUTH12,YOUTH13,YOUTH14,YOUTH15,YOUTH16,YOUTH17,YOUTH18,YOUTH19,YOUTH20,YOUTH21,YOUTH22,YOUTH23,YOUTH24,YOUTH25,YOUTH26,YOUTH27,YOUTH28,YOUTH29,YOUTH30,YOUTH31,YOUTH32,YOUTH33,YOUTH34,YOUTH35,YOUTH36,YOUTH37,YOUTH38,YOUTH39,YOUTH40,YOUTH41,YOUTH42,YOUTH43,INVOLVEMENT,SOCIAL_SKILLS,FAMILY_STRENGTH,SCHOOL_STRENGTH,SOCIAL_SUPPORT,POSITIVE_OUTLOOK,TOTAL_RESILIENCY
5.00,1.00,1.00,1.00,2.00,5.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,2.00,4.00,2.00,4.00,4.00,4.00,4.00,3.00,2.00,0.00,1.00,0.00,4.00,4.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,2.00,4.00,4.00,4.00,15.00,25.00,37.00,9.00,33.00,18.00,137.00
3.00,1.00,1.00,1.00,4.00,5.00,4.00,4.00,3.00,5.00,5.00,4.00,4.00,4.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,2.00,3.00,2.00,1.00,4.00,4.00,3.00,2.00,2.00,4.00,0.00,2.00,1.00,1.00,4.00,0.00,4.00,4.00,4.00,2.00,4.00,4.00,15.00,25.00,19.00,14.00,16.00,18.00,107.00
5.00,1.00,1.00,2.00,2.00,1.00,3.00,2.00,5.00,5.00,2.00,1.00,4.00,4.00,0.00,4.00,0.00,4.00,3.00,3.00,4.00,3.00,0.00,1.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,0.00,3.00,4.00,0.00,4.00,4.00,4.00,0.00,4.00,0.00,4.00,4.00,12.00,18.00,29.00,16.00,26.00,12.00,113.00
3.00,5.00,1.00,1.00,1.00,1.00,3.00,3.00,4.00,2.00,3.00,2.00,2.00,3.00,3.00,4.00,4.00,3.00,2.00,4.00,4.00,4.00,0.00,3.00,4.00,3.00,4.00,2.00,2.00,2.00,0.00,0.00,1.00,4.00,4.00,4.00,0.00,4.00,4.00,2.00,4.00,4.00,4.00,12.00,17.00,33.00,16.00,17.00,18.00,113.00
5.00,3.00,1.00,2.00,2.00,3.00,5.00,5.00,4.00,4.00,5.00,3.00,2.00,3.00,3.00,3.00,3.00,2.00,3.00,3.00,4.00,2.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,16.00,26.00,30.00,20.00,31.00,18.00,141.00
1.00,1.00,1.00,1.00,3.00,4.00,4.00,3.00,5.00,4.00,5.00,2.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,3.00,4.00,4.00,2.00,4.00,2.00,0.00,4.00,4.00,0.00,0.00,4.00,0.00,4.00,3.00,1.00,1.00,0.00,2.00,11.00,23.00,28.00,14.00,18.00,9.00,103.00
3.00,2.00,1.00,1.00, ,5.00,3.00,5.00,3.00,4.00,3.00,3.00,0.00,2.00,2.00,0.00,4.00,4.00,4.00,2.00,4.00,2.00,2.00,4.00,2.00,3.00,3.00,2.00,1.00,2.00,0.00,4.00,4.00,0.00,2.00,4.00,4.00,4.00,2.00,2.00,2.00,4.00,2.00,12.00,21.00,26.00,14.00,21.00,14.00,108.00
5.00,3.00,1.00,2.00,2.00,3.00,5.00,5.00,4.00,4.00,5.00,3.00, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.00,26.00,0.00,0.00,0.00,0.00,42.00
5.00,2.00,1.00,4.00,4.00,5.00,4.00,4.00,3.00,5.00,5.00,3.00,4.00,3.00,1.00,4.00,1.00,2.00,3.00,2.00,4.00,3.00,4.00,0.00,3.00,2.00,3.00,1.00,3.00,2.00,0.00,4.00,1.00,4.00,0.00,4.00,0.00,4.00,4.00,3.00,2.00,3.00,2.00,21.00,24.00,31.00,9.00,18.00,16.00,119.00
5.00,1.00,5.00,5.00,5.00,3.00,5.00,4.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00, ,4.00,4.00,0.00,0.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,24.00,29.00,44.00,12.00,24.00,20.00,153.00
4.00,4.00,1.00,1.00,4.00,1.00,3.00,4.00,3.00,4.00,5.00,4.00,1.00,1.00,0.00,2.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,3.00,3.00,4.00,0.00,4.00,2.00,2.00,2.00,0.00,2.00,2.00,3.00,0.00,0.00,1.00,3.00,2.00,15.00,23.00,9.00,8.00,18.00,7.00,80.00
5.00,5.00,1.00,1.00,4.00,3.00,3.00,3.00,4.00,5.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,2.00,2.00,1.00,4.00,0.00,0.00,3.00,2.00,4.00,3.00,4.00,0.00,4.00,4.00,0.00,2.00,2.00,4.00,19.00,22.00,27.00,5.00,20.00,12.00,105.00
4.00,1.00,1.00,5.00,5.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,4.00,2.00,1.00,0.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,0.00,1.00,1.00,3.00,1.00,2.00,2.00,1.00,2.00,1.00,2.00,18.00,24.00,21.00,8.00,14.00,8.00,93.00
1.00,1.00,4.00,1.00,4.00,2.00,2.00,3.00,2.00,3.00,2.00,1.00,2.00,3.00,1.00,3.00,0.00,1.00,3.00,2.00,3.00,3.00,0.00,2.00,2.00,2.00,3.00,0.00,2.00,0.00,3.00,2.00,3.00,3.00,2.00,4.00,1.00,3.00,1.00,0.00,1.00,2.00,2.00,13.00,13.00,21.00,9.00,20.00,7.00,83.00
5.00,1.00,2.00,3.00,3.00,2.00,5.00,4.00,5.00,5.00,4.00,5.00,4.00,4.00,4.00,4.00,1.00,3.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,2.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,1.00,3.00,3.00,16.00,28.00,38.00,18.00,35.00,15.00,150.00
3.00,4.00,1.00,2.00,3.00,1.00,4.00,3.00,4.00,5.00,2.00,3.00,3.00,2.00,0.00,2.00,0.00,4.00,4.00,4.00,3.00,3.00,2.00,2.00,3.00,3.00,4.00,0.00,4.00,2.00,0.00,4.00,3.00,4.00,0.00,4.00,0.00,0.00,0.00,2.00,3.00,4.00,3.00,14.00,21.00,27.00,12.00,21.00,9.00,104.00
4.00,1.00,1.00,1.00,3.00,1.00,3.00,3.00,4.00,4.00,4.00,3.00,4.00,3.00,0.00,2.00,0.00,3.00,3.00,3.00,2.00,4.00,3.00,2.00,2.00,2.00,3.00,2.00,3.00,3.00,4.00,3.00,1.00,2.00,0.00,4.00,2.00,4.00,3.00, ,0.00,3.00,2.00,11.00,21.00,27.00,11.00,22.00,10.00,102.00
4.00,5.00,5.00,5.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,2.00,4.00,3.00,4.00,3.00,4.00,4.00,2.00,3.00,3.00,3.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,0.00,1.00,2.00,0.00,25.00,30.00,38.00,17.00,34.00,7.00,151.00
5.00,2.00,1.00,1.00,3.00,2.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,2.00,2.00,4.00,4.00,14.00,28.00,38.00,20.00,30.00,16.00,146.00
4.00,3.00,3.00,3.00,3.00,1.00,3.00,3.00,4.00,4.00,4.00,3.00,3.00,1.00,3.00,1.00,3.00,2.00,2.00,2.00,2.00,3.00,0.00,3.00,2.00,3.00,3.00,3.00,4.00,2.00,3.00,1.00,2.00,2.00,3.00,2.00,1.00,4.00,2.00,0.00,2.00,2.00,2.00,17.00,21.00,22.00,14.00,20.00,10.00,104.00
5.00,5.00,1.00,3.00,4.00,3.00,4.00,4.00,5.00,3.00,5.00,3.00,2.00,1.00,0.00,4.00,0.00,0.00,4.00,3.00,4.00,4.00,4.00,4.00,0.00,2.00,4.00,2.00,4.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,1.00,2.00,4.00,1.00,21.00,24.00,26.00,12.00,29.00,15.00,127.00
5.00,5.00,1.00,2.00,5.00,2.00,5.00,4.00,5.00,3.00,5.00,5.00,1.00,0.00,0.00,4.00,0.00,0.00,3.00,4.00,4.00,4.00,0.00,3.00,3.00,0.00,4.00,4.00,4.00,1.00,0.00,4.00,0.00,4.00,0.00,4.00,4.00,4.00,0.00,3.00,0.00,4.00,0.00,20.00,27.00,20.00,14.00,21.00,11.00,113.00
4.00,3.00,5.00,5.00,5.00,2.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,3.00,2.00,3.00,3.00,4.00,2.00,0.00,3.00,3.00,4.00,4.00,4.00,2.00,3.00,4.00,1.00,4.00,4.00,4.00,2.00,2.00,3.00,4.00,4.00,4.00,3.00,24.00,25.00,37.00,14.00,28.00,17.00,145.00
